,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
572,2015020231_150,2015020231,150,19.0,3.0,Goal,Snap Shot,-66.0,-22.0,2,REGULAR,324,876,2015-11-13 01:11:13,2,3,"Vladimir Tarasenko (8) Snap Shot, assists: none",66.0,22.0,right,8475765,Vladimir,Tarasenko,RW,1991-12-13,20152016
1943,2014020869_168,2014020869,168,19.0,6.0,Goal,Wrist Shot,-62.0,10.0,2,REGULAR,839,361,2015-02-21 02:29:39,1,4,"Vladimir Tarasenko (30) Wrist Shot, assists: Alexander Steen (32), T.J. Oshie (23)",62.0,-10.0,right,8475765,Vladimir,Tarasenko,RW,1991-12-13,20142015
1944,2014020869_248,2014020869,248,19.0,6.0,Goal,Slap Shot,58.0,3.0,3,REGULAR,705,495,2015-02-21 03:20:23,1,5,"Vladimir Tarasenko (31) Slap Shot, assists: Jaden Schwartz (26), Jori Lehtera (23)",58.0,3.0,left,8475765,Vladimir,Tarasenko,RW,1991-12-13,20142015
2552,2013020070_247,2013020070,247,19.0,3.0,Goal,Snap Shot,39.0,18.0,3,REGULAR,642,558,2013-10-13 02:21:34,3,5,"Vladimir Tarasenko (3) Snap Shot, assists: Kevin Shattenkirk (3), Derek Roy (3)",39.0,18.0,left,8475765,Vladimir,Tarasenko,RW,1991-12-13,20132014
3851,2017020317_16,2017020317,16,19.0,22.0,Goal,Wrist Shot,66.0,2.0,1,REGULAR,193,1007,2017-11-22 01:14:51,0,1,"Vladimir Tarasenko (11) Wrist Shot, assists: Brayden Schenn (19), Jaden Schwartz (17)",66.0,2.0,left,8475765,Vladimir,Tarasenko,RW,1991-12-13,20172018
3852,2017020317_268,2017020317,268,19.0,22.0,Goal,Wrist Shot,63.0,-2.0,3,REGULAR,741,459,2017-11-22 03:23:07,1,6,"Vladimir Tarasenko (12) Wrist Shot, assists: Jaden Schwartz (19), Alex Pietrangelo (13)",63.0,-2.0,left,8475765,Vladimir,Tarasenko,RW,1991-12-13,20172018
4796,2014020132_78,2014020132,78,19.0,25.0,Goal,Wrist Shot,62.0,2.0,1,REGULAR,825,375,2014-10-29 01:07:27,1,1,"Vladimir Tarasenko (2) Wrist Shot, assists: Jori Lehtera (3), Kevin Shattenkirk (6)",62.0,2.0,left,8475765,Vladimir,Tarasenko,RW,1991-12-13,20142015
4797,2014020132_252,2014020132,252,19.0,25.0,Goal,Wrist Shot,66.0,0.0,3,REGULAR,697,503,2014-10-29 02:52:49,3,3,"Vladimir Tarasenko (3) Wrist Shot, assists: Jori Lehtera (4)",66.0,0.0,left,8475765,Vladimir,Tarasenko,RW,1991-12-13,20142015
4798,2014020132_317,2014020132,317,19.0,25.0,Goal,Slap Shot,-57.0,15.0,4,OVERTIME,88,212,2014-10-29 03:17:53,4,3,"Vladimir Tarasenko (4) Slap Shot, assists: Kevin Shattenkirk (7), Alex Pietrangelo (4)",57.0,-15.0,right,8475765,Vladimir,Tarasenko,RW,1991-12-13,20142015
5314,2015020521_303,2015020521,303,19.0,25.0,Goal,Wrist Shot,74.0,-1.0,5,SHOOTOUT,0,300,2015-12-27 03:49:06,2,2,Vladimir Tarasenko - Wrist Shot,74.0,-1.0,,8475765,Vladimir,Tarasenko,RW,1991-12-13,20152016
